id,num_orders
1169717,149
1399692,80
1393811,27
1177147,15
1455218,15
1478944,53
1415824,53
1041241,135
1045506,15
1210059,40
1139397,54
1008295,42
1406978,55
1470180,40
1326956,215
1268964,636
1267165,1041
1414458,135
1105486,419
1246396,15
1223814,136
1208097,27
1426257,540
1402266,649
1273610,553
1082679,175
1061395,285
1448891,122
1121802,838
1017920,458
1220913,904
1201769,26
1214790,54
1055980,14
1143296,14
1161381,42
1049400,80
1388858,123
1367157,54
1056911,55
1363870,364
1206999,485
1220962,96
1244866,14
1161719,13
1492231,163
1492759,80
1408726,122
1337818,109
1136894,82
1050836,95
1157808,148
1438743,297
1092027,433
1286976,13
1244383,13
1220086,28
1014137,189
1460613,148
1269949,28
1022949,55
1118546,55
1006832,163
1461216,123
1333438,121
1014151,850
1196661,202
1072688,81
1161832,28
1146287,82
1329636,26
1113345,404
1079296,459
1245711,177
1312378,204
1280461,68
1132214,242
1013410,688
1315890,337
1453825,406
1137590,67
1046820,13
1100813,26
1213133,53
1119887,55
1339495,80
1172173,14
1250692,54
1000962,338
1122867,364
1367068,258
1181254,15
1411654,81
1154407,123
1477833,55
1422724,28
1112704,136
1346146,377
1108405,55
1194904,41
1448084,15
1266676,28
1099057,96
1188584,163
1230753,163
1237054,365
1161084,148
1401228,406
1493372,95
1395665,96
1002279,365
1424621,68
1256602,163
1390004,296
1146927,406
1057232,270
1319822,42
1353668,13
1157084,406
1115935,257
1033089,485
1090029,96
1464617,108
1209279,55
1039223,41
1152313,121
1198253,216
1356983,14
1375236,67
1276289,42
1188533,298
1163547,433
1089771,122
1449997,26
1261700,42
1098789,15
1119881,96
1174890,96
1194658,230
1354710,15
1276097,15
1451749,41
1260659,244
1342195,67
1177959,94
1346194,26
1081095,148
1228200,136
1400215,258
1101987,285
1280892,202
1207745,607
1158313,581
1326014,13
1040372,28
1405754,55
1251759,109
1094372,188
1113898,553
1351735,392
1305756,94
1144073,123
1219445,96
1399854,161
1077708,433
1136982,404
1168044,109
1301176,121
1045879,134
1375132,203
1224442,136
1195553,69
1486052,41
1406304,28
1003371,324
1447908,501
1022766,582
1359162,15
1149541,41
1389512,94
1294598,188
1187407,188
1151085,339
1262007,53
1273205,41
1098767,14
1328665,123
1207902,40
1110134,188
1135750,40
1404904,27
1252213,27
1471895,177
1370308,688
1488744,458
1312130,53
1432207,215
1067574,69
1497576,94
1173597,134
1463356,41
1476005,188
1226297,690
1312818,499
1170077,40
1132041,42
1144962,94
1180712,310
1420842,122
1048319,67
1062167,28
1281864,94
1310639,13
1316568,26
1470598,42
1126729,94
1187117,28
1231315,68
1193778,176
1497770,405
1296043,242
1109033,150
1253619,108
1015055,202
1323954,14
1236535,81
1291602,41
1034239,96
1487244,269
1432981,377
1413500,27
1240615,1701
1125250,365
1049986,296
1432590,13
1064865,67
1462054,94
1175329,662
1231504,567
1310137,784
1176123,134
1267634,41
1397808,27
1489068,688
1399261,473
1057026,999
1157087,123
1221970,123
1055041,296
1378097,94
1154169,189
1062376,42
1181839,54
1276632,14
1388270,539
1171130,512
1242759,80
1035528,67
1232845,54
1133643,26
1020633,80
1137724,242
1418017,377
1129706,148
1414426,188
1443244,94
1336913,55
1216868,80
1074099,258
1005733,109
1187232,68
1315006,500
1429640,432
1193124,339
1321067,109
1020914,121
1464172,94
1012356,163
1048213,163
1414658,244
1067356,906
1402145,176
1205618,175
1102348,80
1439251,109
1141169,40
1429174,661
1360530,690
1078717,607
1034750,67
1292295,188
1464006,420
1207416,636
1081039,350
1038600,1755
1434474,94
1420970,27
1493390,80
1062042,54
1407930,42
1309366,134
1494106,108
1253128,54
1230871,567
1103899,501
1178356,107
1270686,40
1461376,26
1055872,26
1027667,243
1150000,82
1035466,123
1015226,135
1004410,190
1225216,80
1261758,134
1009224,283
1164468,14
1234697,163
1072809,216
1405077,175
1133718,13
1090779,68
1220305,14
1455516,161
1077080,352
1381871,229
1497941,757
1405281,474
1184133,445
1297493,55
1351826,188
1351915,40
1303502,244
1103552,189
1074755,593
1054413,107
1100592,55
1265971,190
1062386,310
1005415,312
1454684,662
1098324,134
1463531,69
1128843,136
1200592,108
1337305,217
1130901,123
1101312,42
1423243,54
1358603,40
1040493,539
1023439,757
1402530,339
1148734,54
1115378,13
1138163,109
1089398,121
1111393,298
1441237,42
1073593,28
1353069,81
1237302,215
1068099,41
1296768,123
1407946,95
1341469,107
1099372,82
1310892,242
1190768,499
1070732,107
1249505,202
1235991,351
1260972,190
1207552,82
1043700,53
1311764,96
1387118,229
1193391,177
1091807,285
1240478,135
1494088,81
1347537,150
1102292,204
1088345,42
1446214,257
1033631,15
1291932,55
1048558,82
1374367,53
1379701,298
1324376,541
1000116,257
1213448,14
1246867,94
1414636,244
1390449,608
1440242,27
1382211,15
1248175,13
1395486,15
1222155,69
1031664,690
1022670,445
1280365,204
1034558,514
1147078,121
1459822,162
1099677,271
1348084,134
1220274,54
1209309,136
1184750,447
1190011,688
1319480,82
1305176,107
1251039,14
1312629,80
1031682,635
1034125,851
1046291,26
1444323,162
1317716,243
1057421,149
1428458,324
1348068,324
1380958,188
1001797,932
1207458,474
1252167,189
1402459,55
1336623,122
1092234,14
1276698,269
1014174,393
1389987,622
1176492,94
1248265,95
1045510,42
1045443,460
1099568,82
1295338,406
1207102,26
1391315,53
1251276,27
1003702,54
1371347,67
1495432,96
1427121,81
1314783,28
1358927,14
1465453,190
1183611,285
1272052,94
1363954,42
1409502,26
1030133,269
1363671,204
1035001,258
1410185,148
1432211,94
1065392,134
1373418,122
1365940,310
1242870,716
1231479,14
1404091,26
1181234,202
1085163,121
1436870,54
1254416,42
1471032,82
1334116,41
1347256,352
1311604,297
1063501,135
1025721,581
1276142,217
1060806,122
1071661,28
1498066,68
1407735,41
1051651,109
1363995,285
1454364,339
1467138,27
1074197,69
1230896,81
1115906,310
1186445,244
1478644,378
1096482,81
1429191,94
1257617,150
1440883,150
1021872,40
1154559,135
1095162,148
1300311,42
1389878,40
1412672,285
1155036,378
1112459,177
1133681,13
1218617,15
1190145,26
1262383,175
1331957,109
1481626,554
1134995,14
1285263,68
1106138,28
1175167,95
1205164,94
1483833,136
1496897,26
1074105,135
1465377,13
1106879,433
1150467,148
1116996,108
1185434,782
1266519,203
1353114,690
1129265,69
1252749,107
1162104,122
1193418,662
1284837,811
1363184,932
1191468,95
1078789,150
1136805,256
1405386,634
1114322,458
1350211,1688
1278837,134
1172455,69
1478221,53
1098408,68
1091951,121
1099622,176
1139472,53
1061430,94
1258982,134
1405793,757
1494572,283
1023532,473
1088540,68
1350522,15
1062543,298
1123146,258
1335657,432
1336480,175
1334472,190
1223905,67
1106947,69
1268382,215
1410375,445
1480252,41
1270897,41
1171323,918
1347721,338
1195122,204
1160060,82
1103877,94
1227192,134
1225674,163
1435797,135
1364079,256
1306281,122
1299709,82
1299648,55
1191925,55
1303294,190
1276615,55
1347235,216
1433729,472
1442624,163
1136999,149
1419217,41
1314342,230
1429773,162
1267876,297
1387167,14
1173342,13
1186948,40
1233252,123
1066977,595
1152418,202
1124445,14
1026138,150
1332514,244
1468716,203
1287492,13
1206863,14
1398867,54
1055136,81
1118702,28
1359875,229
1107202,404
1296158,297
1470774,782
1117544,177
1151189,257
1186842,717
1398197,41
1083741,94
1037042,472
1088465,460
1451012,647
1227620,42
1102512,150
1234887,135
1128433,634
1444037,188
1015740,338
1346922,14
1102942,26
1174075,82
1108936,96
1412117,42
1014965,95
1418316,108
1472488,26
1019856,649
1175542,676
1013232,215
1321001,742
1100828,377
1068732,270
1386147,55
1410568,14
1471314,55
1143781,148
1010375,283
1144387,67
1229377,42
1095558,27
1478260,188
1438799,41
1359239,42
1097687,68
1065465,80
1028748,15
1487448,163
1331356,271
1480686,500
1236999,878
1199822,474
1254681,216
1047669,80
1084506,53
1407062,203
1004423,392
1207875,607
1328513,541
1170969,94
1281563,96
1432075,270
1253965,460
1444649,215
1152272,1147
1393567,108
1154663,67
1144903,82
1329590,242
1441678,41
1001524,136
1440235,40
1437743,55
1468736,418
1325002,244
1255670,54
1054864,41
1057573,26
1006532,229
1276400,95
1086209,258
1325888,148
1269656,188
1219510,121
1402597,94
1254290,215
1207536,53
1358623,81
1106454,13
1096522,28
1497989,474
1034611,297
1145961,40
1241244,27
1335255,55
1167949,94
1215373,122
1245385,244
1299559,161
1402501,67
1356370,121
1244578,28
1402872,13
1373011,96
1099626,40
1240618,136
1313356,134
1063775,216
1351476,310
1423116,82
1026366,95
1006892,27
1366540,27
1308211,14
1060946,13
1111869,13
1321821,28
1442998,28
1187281,690
1149992,351
1269393,134
1271415,109
1115599,231
1049715,40
1386843,96
1449443,257
1247790,258
1377409,162
1402068,541
1131692,176
1103707,148
1011869,26
1134421,81
1187227,55
1404182,190
1430582,229
1077995,283
1484671,40
1420778,15
1310109,162
1219340,311
1483037,269
1278014,825
1020009,134
1357861,81
1246537,136
1138911,391
1072349,189
1044205,42
1003775,13
1105139,94
1233795,513
1488993,485
1128989,189
1461060,14
1093258,27
1458579,175
1267831,364
1076102,258
1492794,68
1258414,26
1233270,14
1218069,258
1209101,149
1005839,203
1205721,42
1286663,96
1396005,176
1005991,203
1411749,337
1256153,188
1334064,337
1053700,216
1079711,634
1449942,13
1080233,95
1320661,68
1137255,432
1264796,622
1048031,446
1363159,123
1311397,109
1408686,135
1335629,283
1384967,270
1425196,163
1185945,42
1233671,121
1168634,69
1475193,80
1008215,13
1490942,406
1086613,432
1429213,366
1247277,27
1315521,15
1251613,13
1341539,15
1314843,175
1060246,204
1196722,161
1062489,55
1391156,15
1420868,81
1266795,42
1452943,121
1372739,69
1384170,55
1270445,67
1440443,405
1158748,68
1373369,1540
1171380,378
1334250,163
1260574,82
1004325,148
1402074,80
1305204,717
1225037,715
1174606,1256
1118582,94
1302852,215
1236914,217
1047047,460
1219768,377
1449676,1310
1459390,95
1403792,69
1181820,28
1158592,41
1106569,177
1460628,122
1456648,28
1074653,405
1172350,269
1064482,96
1035769,14
1092414,55
1187218,26
1309910,217
1064688,81
1208945,297
1223704,324
1342926,393
1016090,244
1084541,123
1006036,310
1271294,175
1293143,13
1380357,162
1394412,203
1045597,28
1242518,55
1425711,53
1236266,67
1391787,324
1018619,337
1439086,69
1487991,325
1460540,134
1421075,14
1337962,189
1205702,42
1216068,68
1416093,256
1106438,622
1187958,406
1461237,26
1493677,54
1346875,94
1047024,189
1179951,378
1272720,298
1009102,136
1102030,68
1357349,135
1254542,95
1239839,135
1142498,109
1479142,81
1127057,28
1143077,162
1315764,662
1076879,392
1117812,15
1171684,40
1187665,150
1150288,96
1092093,215
1447408,41
1331327,27
1478225,53
1247480,40
1105195,41
1439531,69
1079007,69
1068176,14
1396170,94
1334406,136
1014026,136
1352373,620
1243030,256
1041420,366
1319327,42
1410028,134
1139636,53
1036193,296
1003367,420
1387633,392
1332886,96
1080327,94
1013373,203
1078845,230
1240791,163
1474319,352
1494561,42
1150748,67
1140411,40
1440680,15
1067429,163
1160511,40
1065243,269
1279830,13
1030666,41
1433611,404
1333707,485
1266311,135
1103146,26
1491817,175
1212716,134
1301661,163
1233889,109
1342250,27
1079171,68
1132769,81
1177184,27
1162498,55
1226350,176
1353682,13
1144693,229
1200921,445
1098073,190
1083024,447
1496726,257
1222568,42
1118152,28
1474455,80
1344569,312
1362812,296
1357918,420
1427314,230
1177846,242
1447665,53
1180242,42
1057980,54
1057989,487
1494214,41
1360415,81
1474051,96
1139545,82
1102908,13
1281533,42
1233530,216
1474190,377
1195458,366
1481613,42
1004249,148
1165001,107
1022162,283
1185155,27
1152177,80
1374738,96
1379639,150
1333423,53
1128407,69
1204473,15
1310544,431
1154591,406
1494201,26
1115748,798
1353589,486
1484676,177
1048616,40
1314508,55
1296975,40
1372115,256
1336189,285
1121324,636
1045996,122
1361706,134
1431483,135
1387232,42
1160893,123
1431384,339
1235837,95
1436037,53
1202680,28
1412587,26
1377286,54
1197461,136
1116597,14
1062507,26
1030306,95
1013660,364
1086030,189
1229602,53
1272184,15
1433035,96
1374038,55
1222840,135
1356273,13
1101932,41
1021010,109
1171411,40
1337490,54
1332396,54
1303811,14
1333733,27
1191789,67
1325792,283
1476106,204
1171225,944
1235681,163
1224499,269
1423465,53
1120552,108
1292401,53
1226546,283
1485369,432
1369288,298
1432305,136
1079777,54
1092628,204
1282588,593
1415191,244
1209550,296
1370271,27
1104842,40
1381859,68
1062232,42
1171522,40
1084587,53
1439204,14
1159953,365
1379917,285
1082924,176
1380277,42
1303074,13
1357053,163
1482844,175
1095958,94
1335161,42
1432554,40
1058867,135
1289214,107
1028000,42
1437271,14
1399943,26
1107949,351
1356581,94
1194491,41
1203992,81
1073984,28
1158974,175
1244952,175
1350959,231
1221985,676
1428233,204
1247118,270
1460736,53
1317327,108
1233024,42
1471569,419
1415077,339
1056913,323
1277505,94
1359182,217
1430948,242
1013760,203
1147147,379
1415890,26
1265084,82
1431945,14
1484655,26
1161020,14
1175530,190
1154338,269
1130574,188
1051940,55
1440445,26
1192440,123
1260322,378
1421768,150
1449682,81
1415276,96
1453255,41
1248669,108
1230958,123
1157877,14
1325572,379
1431659,150
1309583,68
1209010,14
1285811,80
1136992,28
1108246,13
1104829,13
1330971,53
1224992,433
1268353,621
1232469,257
1410483,55
1063825,123
1243528,40
1349678,269
1072684,404
1342993,459
1495669,134
1322377,150
1202457,122
1415501,406
1363882,458
1080956,674
1134020,134
1151908,14
1350192,136
1416559,53
1092576,53
1344385,13
1217656,13
1302415,55
1242600,135
1467152,216
1438001,244
1460611,42
1441014,15
1357398,204
1077114,136
1263663,107
1372445,96
1298212,27
1491344,40
1281588,134
1136004,109
1289149,53
1474421,41
1473813,26
1252840,81
1172252,53
1189064,82
1361099,80
1013719,96
1073519,69
1277293,163
1159227,163
1139762,350
1295739,177
1009685,80
1474772,41
1165673,26
1065468,27
1102053,53
1161784,296
1051139,420
1269039,162
1158737,28
1246489,190
1202461,68
1198164,149
1011440,216
1413230,40
1094332,14
1141137,41
1049606,42
1391442,163
1359351,636
1233267,257
1314748,15
1413495,68
1225930,109
1137875,135
1190701,13
1122832,13
1089220,13
1249809,419
1093731,364
1064557,163
1117909,512
1214618,136
1089335,82
1213475,26
1170902,28
1481946,163
1224868,243
1106482,406
1273502,28
1216168,82
1083594,177
1224295,243
1013278,391
1005855,96
1056709,40
1249671,94
1230380,107
1484433,204
1267040,40
1473223,42
1233669,229
1250796,432
1313401,94
1237110,13
1238242,15
1000121,27
1129558,96
1018802,177
1368711,135
1368971,80
1240209,69
1430887,69
1476123,68
1068042,15
1124650,203
1289201,41
1281401,40
1485491,365
1104767,365
1260343,244
1420693,69
1462062,148
1057642,42
1379980,190
1095043,622
1096435,460
1339708,67
1430712,40
1348620,136
1489978,108
1343050,149
1171803,433
1239136,148
1159926,81
1167786,41
1261300,27
1164093,28
1161124,41
1077741,40
1139047,54
1253918,257
1081347,555
1067587,258
1029248,15
1456841,26
1383133,80
1263414,68
1110768,285
1363668,13
1187183,15
1364266,69
1026176,42
1177476,121
1499793,81
1245784,149
1031113,27
1117382,283
1449051,162
1441522,161
1220040,202
1445037,203
1313829,231
1345555,80
1278499,69
1352264,95
1466161,258
1252687,203
1479808,67
1223345,257
1049411,162
1003384,635
1363984,285
1216354,284
1394628,40
1343435,27
1370718,80
1156018,41
1395048,67
1314516,324
1399258,135
1338874,55
1118069,13
1465660,94
1255031,161
1058944,149
1305598,40
1196241,55
1004788,15
1463684,41
1061891,177
1257545,108
1137317,285
1316766,311
1215009,96
1198616,338
1119975,203
1173978,95
1003325,94
1014959,82
1238676,242
1180681,203
1154031,163
1392618,68
1158959,42
1174657,109
1215383,338
1056737,148
1226869,379
1338426,26
1119609,15
1063798,27
1045972,69
1150952,80
1077779,635
1144441,258
1257450,15
1254802,94
1250391,244
1045722,202
1346647,41
1026834,15
1283298,109
1481903,14
1318877,40
1130427,27
1357694,28
1244100,68
1131178,473
1402295,393
1126893,149
1093651,1148
1112711,364
1105210,311
1164254,95
1498407,40
1283105,40
1415914,96
1057017,242
1137052,215
1144252,175
1370833,95
1295518,69
1065864,514
1166233,135
1209388,352
1374893,150
1119217,55
1004773,40
1248761,134
1178734,148
1098698,122
1044262,95
1053113,230
1309992,420
1307732,122
1417093,13
1326039,15
1233803,123
1099973,55
1409188,352
1369859,55
1251710,68
1152116,14
1363025,312
1267904,68
1269147,338
1001765,148
1392665,202
1261277,271
1422430,94
1106809,514
1353415,28
1368715,215
1087675,14
1336730,148
1332354,94
1456769,620
1190728,622
1268579,757
1217878,136
1106508,230
1006087,582
1402675,1662
1276630,582
1205256,622
1445432,123
1009975,67
1394741,67
1275536,122
1158507,82
1269365,15
1204388,432
1068999,297
1370340,135
1252762,13
1154390,15
1394582,41
1149088,472
1386755,216
1299563,863
1491160,122
1230263,69
1011505,27
1446632,188
1415161,188
1228341,135
1056047,15
1278396,15
1005154,379
1312357,122
1370120,53
1255799,53
1115383,42
1118490,14
1493917,607
1487221,175
1149775,323
1460445,377
1448306,94
1431907,80
1401766,15
1047198,40
1002660,53
1366099,109
1292159,392
1373525,230
1049952,175
1377098,53
1198185,69
1256980,635
1010248,134
1080513,256
1081848,27
1054349,107
1233461,13
1313017,67
1105421,204
1339465,121
1063256,67
1013469,54
1375319,229
1366962,244
1317620,366
1127397,28
1250684,26
1102059,123
1281560,81
1392837,404
1279583,13
1225127,80
1188903,204
1320069,134
1081725,94
1288919,40
1098380,28
1141854,41
1471277,554
1485310,271
1057256,123
1443523,177
1242874,998
1028151,337
1302656,68
1431208,55
1473127,41
1249389,285
1270759,526
1220718,473
1429360,54
1141020,121
1325573,26
1165621,217
1386579,418
1089648,391
1210152,15
1013568,15
1269338,68
1462527,284
1094399,42
1197572,54
1127792,95
1290080,1025
1160077,163
1439020,13
1129340,323
1198240,148
1123239,243
1402087,69
1104882,13
1155836,40
1057692,81
1045903,42
1247162,271
1447707,365
1450701,485
1119729,150
1463108,339
1004715,14
1055930,122
1258137,69
1220154,312
1425882,756
1023497,325
1410135,42
1265438,109
1414821,26
1116522,42
1443270,377
1263016,473
1018136,134
1451314,27
1038393,109
1403993,123
1274108,26
1188111,67
1342222,188
1057623,393
1324265,366
1438649,41
1073338,28
1082298,175
1110286,217
1266357,458
1138371,41
1298566,27
1430079,42
1375660,41
1319105,15
1361990,94
1337117,41
1092006,81
1379437,68
1315755,67
1101610,690
1212642,94
1257724,757
1466648,108
1254129,68
1046453,28
1417296,80
1103295,54
1288752,582
1460898,258
1045465,555
1429233,149
1428924,175
1179927,122
1401756,460
1482727,203
1412634,270
1122492,28
1051180,15
1076417,26
1297374,69
1204108,67
1021362,42
1390263,54
1363384,13
1116791,41
1326548,162
1433636,285
1481561,622
1034638,337
1230918,296
1242400,163
1115757,123
1041643,40
1287497,14
1306844,202
1200113,54
1078215,258
1298841,15
1392730,26
1198643,41
1020564,202
1154567,121
1225474,81
1248898,13
1170575,26
1413355,55
1113523,122
1356462,324
1174460,176
1040703,690
1009276,271
1348411,433
1235035,15
1435764,42
1109203,53
1310361,310
1173091,406
1201488,379
1416516,94
1156700,107
1135820,135
1477704,460
1178324,445
1198224,526
1308367,108
1260111,26
1298774,14
1295663,41
1084873,94
1238634,26
1237748,53
1143221,933
1228159,485
1349223,108
1056933,13
1424540,15
1484915,216
1111332,148
1063614,13
1301207,69
1053999,148
1118223,284
1450088,432
1230421,27
1068073,82
1197880,42
1094580,68
1172938,96
1029830,14
1359667,42
1377423,378
1310816,324
1316805,96
1259591,1918
1167271,231
1201964,595
1049973,108
1185564,82
1047036,40
1209578,634
1416876,890
1113492,1149
1029884,40
1497894,123
1300128,162
1300828,1041
1394735,715
1339641,1068
1395056,107
1015576,109
1328783,80
1208849,337
1242697,68
1359281,177
1485050,69
1309096,40
1066654,41
1333325,919
1065376,323
1392342,107
1418086,68
1126584,40
1140959,26
1313505,378
1117255,378
1266859,554
1352627,107
1366366,54
1476169,80
1372662,270
1226797,312
1296700,203
1240353,41
1147081,28
1187416,15
1261102,528
1458629,379
1242716,285
1421036,28
1346652,122
1245436,69
1198242,310
1045821,190
1443036,96
1173972,2052
1026093,404
1050787,473
1173917,108
1401571,122
1157221,55
1005375,825
1046037,635
1179494,1162
1351594,204
1004476,150
1108850,216
1243144,1093
1152066,554
1222518,838
1387120,81
1333542,135
1017181,82
1272397,136
1435758,15
1373049,136
1408547,95
1428679,28
1244464,55
1384377,636
1488118,366
1228826,258
1245151,13
1095362,55
1069078,13
1049725,351
1187024,122
1135586,257
1277897,177
1269737,149
1027610,81
1365843,161
1086058,311
1219724,135
1199897,15
1416231,42
1391175,364
1140599,298
1099643,379
1088269,55
1073405,53
1055745,53
1472617,257
1230428,163
1040401,366
1113951,243
1095435,243
1363338,96
1349382,69
1035972,203
1285850,82
1116211,175
1221446,487
1067824,188
1325209,13
1250269,136
1422706,121
1276177,310
1129647,270
1270817,189
1205675,15
1374416,55
1371785,82
1437236,42
1342334,40
1015263,109
1005610,906
1207270,420
1328618,15
1263164,41
1370636,95
1052297,203
1234483,69
1344207,41
1194915,40
1450536,108
1114215,54
1076467,433
1013988,526
1410873,310
1026962,311
1003254,243
1267865,177
1226940,80
1332638,67
1105644,189
1336298,432
1443390,499
1314804,13
1179911,297
1005967,134
1419947,108
1364329,149
1229710,148
1215604,136
1188630,41
1019807,26
1397082,40
1004160,204
1009831,690
1386562,244
1204381,15
1318327,13
